Article Title,Source Title,"Times Cited, All Databases",Publication Year
"Molecular phylogeny of the Arabian Horned Viper, Cerastes gasperettii (Serpentes: Viperidae) in the Middle East",ZOOLOGY IN THE MIDDLE EAST,2,2020
Ribosomal ITS sequences and plant phylogenetic inference,MOLECULAR PHYLOGENETICS AND EVOLUTION,1732,2003
"Characterization and Genomic Analysis of ssDNA Vibriophage vB_VpaM_PG19 within Microviridae, Representing a Novel Viral Genus",MICROBIOLOGY SPECTRUM,10,2022
REPRESENTING PARTITIONS ON TREES,SIAM JOURNAL ON DISCRETE MATHEMATICS,1,2014
Identification of a Human Immunodeficiency Virus Type 1 and Neurosyphilis Cluster in Vermont,CLINICAL INFECTIOUS DISEASES,0,2021
ROP18 and ROP5 alleles combinations are related with virulence of T. gondii isolates from Argentina,PARASITOLOGY INTERNATIONAL,6,2021
An improved method for identifying functionally linked proteins using phylogenetic profiles,BMC BIOINFORMATICS,47,2007
"Reconstructible Phylogenetic Networks: Do Not Distinguish the Indistinguishable (vol 11, e1004135, 2015)",PLOS COMPUTATIONAL BIOLOGY,0,2019
"Linking phylogenetic niche conservatism to soil archaeal biogeography, community assembly and species coexistence",GLOBAL ECOLOGY AND BIOGEOGRAPHY,50,2021
The long way to diversity - Phylogeny and evolution of the Heterobranchia (Mollusca: Gastropoda),MOLECULAR PHYLOGENETICS AND EVOLUTION,113,2010
Genealogies: Pedigrees and Phylogenies are Reticulating Networks Not Just Divergent Trees,EVOLUTIONARY BIOLOGY,24,2016
A quadratic kernel for computing the hybridization number of multiple trees,INFORMATION PROCESSING LETTERS,16,2013
Phylogenetic reconstruction of a neural network underlying theory of mind in primates,EUROPEAN JOURNAL OF NEUROSCIENCE,0,1998
Phylogenomic networks reveal limited phylogenetic range of lateral gene transfer by transduction,ISME JOURNAL,58,2017
"Hepatitis C Virus Transmission Clusters in Public Health and Correctional Settings, Wisconsin, USA, 2016-2017",EMERGING INFECTIOUS DISEASES,4,2021
"Geographical origin of Plasmodium vivax in the Hainan Island, China: insights from mitochondrial genome",MALARIA JOURNAL,0,2023
phylosem: A fast and simple R package for phylogenetic inference and trait imputation using phylogenetic structural equation models,JOURNAL OF EVOLUTIONARY BIOLOGY,1,2023
"Genetic, morphological, geographical and ecological approaches reveal phylogenetic relationships in complex groups, an example of recently diverged pinyon pine species (Subsection Cembroides)",MOLECULAR PHYLOGENETICS AND EVOLUTION,22,2013
Sliding MinPD: building evolutionary networks of serial samples via an automated recombination detection approach,BIOINFORMATICS,8,2007
"HIV-1 genetic transmission networks among people living with HIV/AIDS in Sichuan, China: a genomic and spatial epidemiological analysis",LANCET REGIONAL HEALTH-WESTERN PACIFIC,11,2022
Evolutionary and network analysis of virus sequences from infants infected with an Australian recombinant strain of human parechovirus type 3,SCIENTIFIC REPORTS,18,2017
Genetic transmission networks of HIV-1 CRF07_BC strain among HIV-1 infections with virologic failure of ART in a minority area of China: a population-based study,BMC INFECTIOUS DISEASES,11,2020
Complete mitochondrial genome and phylogenetic analysis of eight sika deer subspecies in northeast Asia,JOURNAL OF GENETICS,0,2022
Reticulate evolution of the tertiary relict Osmanthus,PLANT JOURNAL,0,2024
Analysis of triangular motifs in protein interaction networks and their implications to protein ages and cancer genes,INTERNATIONAL JOURNAL OF DATA MINING AND BIOINFORMATICS,1,2017
Plant phylogeny drives arboreal caterpillar assemblages across the Holarctic,ECOLOGY AND EVOLUTION,10,2020
Enhanced functional information from predicted protein networks,TRENDS IN BIOTECHNOLOGY,19,2004
Gene sharing and genome evolution: networks in trees and trees in networks,BIOLOGY & PHILOSOPHY,8,2010
Phylogenetic analysis of museum specimens of houting Coregonus oxyrinchus shows the need for a revision of its extinct status,BMC ECOLOGY AND EVOLUTION,2,2023
Spatial Structure of Evolutionary Models of Dialects in Contact,PLOS ONE,1,2015
CLADISTIC AND PHENETIC ANALYSES OF PHYLOGENETIC-RELATIONSHIPS AMONG POPULATIONS OF EUCALYPTUS-CAESIA,AUSTRALIAN JOURNAL OF BOTANY,17,1983
Biogeographical network analysis of Cretaceous Australian dinosaurs,GONDWANA RESEARCH,4,2020
Does disturbance regime change community assembly of angiosperm plant communities in the boreal forest?,JOURNAL OF PLANT ECOLOGY,28,2014
The small-world dynamics of tree networks and data mining in phyloinformatics,BIOINFORMATICS,17,2003
"Linking Taxonomic, Phylogenetic and Functional Plant Diversity with Ecosystem Services of Cliffs and Screes in Greece",PLANTS-BASEL,12,2021
Molecular tools for studying HIV transmission in sexual networks,CURRENT OPINION IN HIV AND AIDS,74,2014
Parsimonious Inference of Hybridization in the Presence of Incomplete Lineage Sorting,SYSTEMATIC BIOLOGY,90,2013
Genome-wide data reveal extensive gene flow during the diversification of the western rattlesnakes (Viperidae: Crotalinae: Crotalus),MOLECULAR PHYLOGENETICS AND EVOLUTION,13,2021
"Illuminating the obscured phylogenetic radiation of South American Sylvilagus Gray, 1867 (Lagomorpha: Leporidae)",JOURNAL OF MAMMALOGY,21,2019
Construction of Signaling Pathways with RNAi Data and Multiple Reference Networks,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,0,2018
A database for retrieving information on SARS-CoV-2 S protein mutations based on correlation network analysis,BMC GENOMIC DATA,2,2022
"Assembly mechanism of macroinvertebrate metacommunities and ecological factors of multiple aspects of beta diversity in a boreal river basin, China",FRONTIERS IN ECOLOGY AND EVOLUTION,2,2023
Phylogenetic differentiation between Awassi and Hamdani sheep using the mitochondrial 12S rRNA,ANIMAL BIOTECHNOLOGY,4,2022
Molecular Phylogenetic Analysis of Candida krusei,MYCOPATHOLOGIA,5,2022
"Biological networks: Comparison, conservation, and evolution via relative description length",JOURNAL OF COMPUTATIONAL BIOLOGY,10,2007
"Phylogeography of Peromyscus schmidlyi: an endemic of the Sierra Madre Occidental, Mexico",JOURNAL OF MAMMALOGY,10,2014
What is the best: A four marker phylogenetic study of the dark-spored myxomycete Fuligo septica,MYCOSPHERE,1,2017
A community approach to the Neotropical ticks-hosts interactions,SCIENTIFIC REPORTS,6,2020
Exploring the dynamic variations of viral genomes via a novel genetic network,MOLECULAR PHYLOGENETICS AND EVOLUTION,0,2022
Evolutionary Diversity of Suid Herpesvirus 1 Based on U144 Partial Sequences,INTERVIROLOGY,2,2016
Phylogenies from dynamic networks,PLOS COMPUTATIONAL BIOLOGY,12,2019
Beyond Representing Orthology Relations by Trees,ALGORITHMICA,6,2018
Congruence between species phylogenetic and trophic distinctiveness,BIODIVERSITY AND CONSERVATION,1,2015
Network Analysis of Protein Adaptation: Modeling the Functional Impact of Multiple Mutations,MOLECULAR BIOLOGY AND EVOLUTION,8,2018
Comparative analysis of the Saccharomyces cerevisiae and Caenorhabditis elegans protein interaction networks -: art. no. 23,BMC EVOLUTIONARY BIOLOGY,50,2005
Integrated metagenomics and molecular ecological network analysis of bacterial community composition during the phytoremediation of cadmium-contaminated soils by bioenergy crops,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,65,2017
Constructing splits graphs,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,125,2004
"Transmission networks of hepatitis C virus among HIV/HCV-coinfected patients in Guangdong, China",VIROLOGY JOURNAL,3,2022
Wanted dead or alive (probably dead): Stem group Polytrichaceae,AMERICAN JOURNAL OF BOTANY,10,2018
Phylogeographic investigation on the spiny frog Quasipaa shini (Amphibia: Anura: Dicroglossidae) using mitochondrial DNA: cryptic species and species complex,MITOCHONDRIAL DNA PART B-RESOURCES,1,2019
Islands Within Islands: Bacterial Phylogenetic Structure and Consortia in Hawaiian Lava Caves and Fumaroles,FRONTIERS IN MICROBIOLOGY,10,2022
Abundant and rare fungal taxa exhibit different patterns of phylogenetic niche conservatism and community assembly across a geographical and environmental gradient,SOIL BIOLOGY & BIOCHEMISTRY,0,2023
Phylogenetic analysis as a forensic tool in HIV transmission investigations,AIDS,24,2018
Incorporating Within-Host Diversity in Phylogenetic Analyses for Detecting Clusters of New HIV Diagnoses,FRONTIERS IN MICROBIOLOGY,2,2022
Separating environmental and geographical determinants of phylogenetic community structure in Amazonian palms (Arecaceae),BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,38,2013
Phylogenetic incongruence in Cymbidium orchids,PLANT DIVERSITY,10,2021
A forest representation for evolutionary algorithms applied to network design,"GENETIC AND EVOLUTIONARY COMPUTATION - GECCO 2003, PT I, PROCEEDINGS",3,2003
Genome history in the symbiotic hybrid Euglena gracilis,GENE,45,2007
Conservation biology of Malagasy strepsirhines: A phylogenetic approach,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,26,2006
"From mallees to mountain ash, specific leaf area is coordinated with eucalypt tree stature, resprouting, stem construction, and fruit size",AUSTRALIAN JOURNAL OF BOTANY,0,2023
The impact of life form on the architecture of orchid mycorrhizal networks in tropical forest,OIKOS,32,2019
Cross-species cluster co-conservation: a new method for generating protein interaction networks,GENOME BIOLOGY,12,2007
Distinct strategies of the habitat generalists and specialists in sediment of Tibetan lakes,ENVIRONMENTAL MICROBIOLOGY,19,2022
Constructing 3D phylogenetic trees,CURRENT SCIENCE,3,2003
Maximizing the phylogenetic diversity of seed banks,CONSERVATION BIOLOGY,14,2015
On the phylogenetic placement of human T cell leukemia virus type 1 sequences associated with an Andean mummy,INFECTION GENETICS AND EVOLUTION,11,2006
Reticulate Evolution Helps Explain Apparent Homoplasy in Floral Biology and Pollination in Baobabs (Adansonia; Bombacoideae; Malvaceae),SYSTEMATIC BIOLOGY,32,2020
syntenet: an R/Bioconductor package for the inference and analysis of synteny networks,BIOINFORMATICS,6,2023
Network approaches for plant phylogenomic synteny analysis,CURRENT OPINION IN PLANT BIOLOGY,43,2017
Enhanced use of phylogenetic data to inform public health approaches to HIV among men who have sex with men,SEXUAL HEALTH,21,2017
"Epidemiological and Evolutionary Inference of the Transmission Network of the 2014 Highly Pathogenic Avian Influenza H5N2 Outbreak in British Columbia, Canada",SCIENTIFIC REPORTS,25,2016
Conservation of peripheral nervous system formation mechanisms in divergent embryos,ELIFE,10,2020
Extensive Sampling Provides New Insights into Phylogenetic Relationships between Wild and Domesticated Zanthoxylum Species in China,HORTICULTURAE,2,2022
Primary genetic characterization of HIV-1 isolates from WHO-sponsored vaccine evaluation sites by the RNase-A mismatch method,VIRUS RESEARCH,8,1995
Whole-genome microsynteny-based phylogeny of angiosperms,NATURE COMMUNICATIONS,42,2021
Functional and phylogenetic diversity of scattered trees in an agricultural landscape: Implications for conservation,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,16,2015
Reconstructing reticulate evolution in species - Theory and practice,JOURNAL OF COMPUTATIONAL BIOLOGY,72,2005
Population genetic structure and molecular diversity of Leucinodes orbonalis based on mitochondrial COI gene sequences,MITOCHONDRIAL DNA PART A,12,2018
Niche differentiation drives microbial community assembly and succession in full-scale activated sludge bioreactors,NPJ BIOFILMS AND MICROBIOMES,8,2022
A multilocus phylogeny of the fish genus Poeciliopsis: Solving taxonomic uncertainties and preliminary evidence of reticulation,ECOLOGY AND EVOLUTION,9,2019
"Evidence of a Large, International Network of HCV Transmission in HIV-Positive Men Who Have Sex With Men",GASTROENTEROLOGY,254,2009
What does the 5S rRNA multigene family tell us about the origin of the annual Triticeae (Poaceae)?,GENOME,6,2013
On the existence of a cherry-picking sequence,THEORETICAL COMPUTER SCIENCE,1,2018
Understorey phylogenetic diversity in thermophilous deciduous forests: overstorey species identity can matter more than species richness,FOREST ECOSYSTEMS,6,2019
Phylogenetics in space: How continuous spatial structure impacts tree inference,MOLECULAR PHYLOGENETICS AND EVOLUTION,0,2022
Speciation within genomic networks: a case study based on Steatocranus cichlids of the lower Congo rapids,JOURNAL OF EVOLUTIONARY BIOLOGY,32,2012
Phylogenetic relationship and species delimitation of matsutake and allied species based on multilocus phylogeny and haplotype analyses,MYCOLOGIA,32,2012
Coevolutionary diversification creates nested-modular structure in phage-bacteria interaction networks,INTERFACE FOCUS,67,2013
Genomic and Epidemiological Evidence for Community Origins of Hospital-Onset Methicillin-Resistant Staphylococcus aureus Bloodstream Infections,JOURNAL OF INFECTIOUS DISEASES,24,2017
Rampant Genome-Wide Admixture across the Heliconius Radiation,GENOME BIOLOGY AND EVOLUTION,18,2021
Molecular phylogeny of Astragalus sect. Ammodendron (Fabaceae) inferred from chloroplast ycf1 gene,ANNALES BOTANICI FENNICI,17,2018
Extensive Rewiring and Complex Evolutionary Dynamics in a C. elegans Multiparameter Transcription Factor Network,MOLECULAR CELL,63,2013
Exon-based Phylogenomics and the Relationships of African Cichlid Fishes: Tackling the Challenges of Reconstructing Phylogenies with Repeated Rapid Radiations,SYSTEMATIC BIOLOGY,8,2023
"Phylogenetic comparison of spicule networks in cryptobranchiate dorid nudibranchs (Gastropoda, Euthyneura, Nudibranchia, Doridina)",ACTA ZOOLOGICA,14,2008
Mathematical Models to Reconstruct Phylogenetic Trees Under the Minimum Evolution Criterion,NETWORKS,13,2009
Gene Flow and Diversification in Himalopsyche martynovi Species Complex (Trichoptera: Rhyacophilidae) in the Hengduan Mountains,BIOLOGY-BASEL,3,2021
Phylogenetic Analysis of Ypthima multistriata (Lepidoptera: Satyridae) Showing Nonclinal Geographic Variation in Voltinism,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,4,2010
Inferring epidemiological parameters from phylogenetic information for the HIV-1 epidemic among MSM,EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,3,2013
Phylogenetic congruence between subtropical trees and their associated fungi,ECOLOGY AND EVOLUTION,21,2016
From Hospital to the Community: Redesigning the Human Immunodeficiency Virus (HIV) Clinical Service Model to Respond to an Outbreak of HIV Among People Who Inject Drugs,JOURNAL OF INFECTIOUS DISEASES,7,2020
phyloDB: A framework for large-scale phylogenetic analysis of sequence based typing data,SOFTWAREX,0,2024
Phylogenetic relationships among Leymus and related diploid genera (Triticeae: Poaceae) based on chloroplast trnQ-rps16 sequences,NORDIC JOURNAL OF BOTANY,4,2014
Integrating phylogenetic and functional biodiversity facets to guide conservation: a case study using anurans in a global biodiversity hotspot,BIODIVERSITY AND CONSERVATION,11,2018
Alignment-Free Analysis of Whole-Genome Sequences From Symbiodiniaceae Reveals Different Phylogenetic Signals in Distinct Regions,FRONTIERS IN PLANT SCIENCE,7,2022
Predicting genes for orphan metabolic activities using phylogenetic profiles,GENOME BIOLOGY,86,2006
"Molecular analysis of internal transcribed spacer 2 of Dicrocoelium dendriticum isolated from cattle, sheep, and goat in Iran",BMC VETERINARY RESEARCH,1,2022
The phylogenetic structure of plant-pollinator networks increases with habitat size and isolation,ECOLOGY LETTERS,46,2016
Refined phylogenetic profiles method for predicting protein-protein interactions,BIOINFORMATICS,98,2005
QNet:: An agglomerative method for the construction of phylogenetic networks from weighted quartets,MOLECULAR BIOLOGY AND EVOLUTION,50,2007
"A Nuclear Ribosomal DNA Phylogeny of Acer Inferred with Maximum Likelihood, Splits Graphs, and Motif Analysis of 606 Sequences",EVOLUTIONARY BIOINFORMATICS,70,2006
Coexistence of poribacterial phylotypes among geographically widespread and phylogenetically divergent sponge hosts,ENVIRONMENTAL MICROBIOLOGY REPORTS,4,2018
"Quantitative evolutionary patterns in bipartite networks: Vicariance, phylogenetic tracking or diffuse co-evolution?",METHODS IN ECOLOGY AND EVOLUTION,19,2018
Large-Scale Analysis of Plasmid Relationships through Gene-Sharing Networks,MOLECULAR BIOLOGY AND EVOLUTION,84,2012
A Systematic Approach to Bacterial Phylogeny Using Order Level Sampling and Identification of HGT Using Network Science,MICROORGANISMS,6,2020
Network Delay Inference from Additive Metrics,RANDOM STRUCTURES & ALGORITHMS,11,2010
Molecular Epidemiology of Autochthonous Dengue Virus Strains Circulating in Mexico,JOURNAL OF CLINICAL MICROBIOLOGY,7,2011
Plant species abundance and phylogeny explain the structure of recruitment networks,NEW PHYTOLOGIST,10,2019
"Molecular and spatial epidemiology of HCV among people who inject drugs in Boston, Massachusetts",PLOS ONE,0,2022
Phylogenomic Signatures of Ancient Introgression in a Rogue Lineage of Darters (Teleostei: Percidae),SYSTEMATIC BIOLOGY,48,2019
Long-term impact of an invasive predator on the diversity of fish assemblages in a neotropical reservoir,BIOLOGICAL INVASIONS,1,2024
Patterns of Forest Phylogenetic Community Structure across the United States and Their Possible Forest Health Implications,FOREST SCIENCE,8,2014
Computing recombination networks from binary sequences,BIOINFORMATICS,66,2005
"Morphological and Molecular Identification of Hard Ticks in Hainan Island, China",GENES,2,2023
The Use of Phylogenetic Diversity in Conservation Biology and Community Ecology: A Common Base but Different Approaches,QUARTERLY REVIEW OF BIOLOGY,30,2019
Computing phylogenetic diversity for split systems,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,21,2008
Fungal networks in yield-invigorating and -debilitating soils induced by prolonged potato monoculture,SOIL BIOLOGY & BIOCHEMISTRY,225,2013
"A SIMPLE SHORTCUT TO UNSUPERVISED ALIGNMENT-FREE PHYLOGENETIC GENOME GROUPINGS, EVEN FROM UNASSEMBLED SEQUENCING READS",JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,4,2013
Identification of extensive drug resistant Pseudomonas aeruginosa strains: New clone ST1725 and high-risk clone ST233,PLOS ONE,20,2017
Phylodynamic Analysis Reveals CRF01_AE Dissemination between Japan and Neighboring Asian Countries and the Role of Intravenous Drug Use in Transmission,PLOS ONE,13,2014
"Arthrobotrys latispora, a new nematode-trapping fungus from southwest China",MYCOTAXON,5,2011
Genetic diversity of Bangladeshi native chickens based on complete sequence of mitochondrial DNA D-loop region,BRITISH POULTRY SCIENCE,13,2019
Reconstructing phylogenetic relationships based on repeat sequence similarities,MOLECULAR PHYLOGENETICS AND EVOLUTION,30,2020
Haplotype inferring via galled-tree networks using a hypergraph covering problem for special genotype matrices,DISCRETE APPLIED MATHEMATICS,5,2009
How producer biases can favor the evolution of communication: An analysis of evolutionary dynamics,ADAPTIVE BEHAVIOR,11,2008
"USE OF RESTRICTION ENDONUCLEASES TO MEASURE MITOCHONDRIAL-DNA SEQUENCE RELATEDNESS IN NATURAL-POPULATIONS .2. MITOCHONDRIAL-DNA CLONES AND MATRIARCHAL PHYLOGENY WITHIN AND AMONG GEOGRAPHIC POPULATIONS OF THE POCKET GOPHER, GEOMYS-PINETIS",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,291,1979
Structural diversity as a predictor of ecosystem function,ENVIRONMENTAL RESEARCH LETTERS,82,2019
Systematic Discovery of Human Gene Function and Principles of Modular Organization through Phylogenetic Profiling,CELL REPORTS,51,2015
Species boundaries in the Trichophyton mentagrophytes/T. interdigitale species complex,MEDICAL MYCOLOGY,24,2019
Detecting recombination in TT virus: A phylogenetic approach,JOURNAL OF MOLECULAR EVOLUTION,26,2002
Asymptotic enumeration and distributional properties of galled networks,JOURNAL OF COMBINATORIAL THEORY SERIES A,4,2022
Phylogenetic divergence in leatherside chub (Gila copei) inferred from mitochondrial cytochrome b sequences,MOLECULAR ECOLOGY,46,2000
Molecular diversity and phylogenetic analysis of domestic and wild Bactrian camel populations based on the mitochondrial ATP8 and ATP6 genes,LIVESTOCK SCIENCE,9,2017
Phylogenetic utility of MORE AXILLARY GROWTH4 (MAX4)-like genes: a case study in Digitalis/Isoplexis (Plantaginaceae),PLANT SYSTEMATICS AND EVOLUTION,3,2008
Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant-Bee Interaction Networks,FRONTIERS IN ECOLOGY AND EVOLUTION,8,2021
A Network Synthesis Model for Generating Protein Interaction Network Families,PLOS ONE,37,2012
The complete coding region of the maxicircle as a superior phylogenetic marker for exploring evolutionary relationships between members of the Leishmaniinae,INFECTION GENETICS AND EVOLUTION,17,2019
Are humans the initial source of canine mange?,PARASITES & VECTORS,11,2016
"Mitochondrial DNA diversification and phylogeny among subspecies of chukar partridge (Alectoris chukar), phasianidae",GENES & GENOMICS,1,2008
The HIV-1 Subtype C Epidemic in South America Is Linked to the United Kingdom,PLOS ONE,52,2010
Modularity of stress response evolution,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,56,2008
Phylogeny and virulence divergency analyses of Toxoplasma gondii isolates from China,PARASITES & VECTORS,55,2014
Reconstruction of biogeographic and evolutionary networks using reticulograms,SYSTEMATIC BIOLOGY,94,2002
Identification of marker genes in diabetic wounds by DNA microarray study,GENETICS AND MOLECULAR RESEARCH,3,2013
"Biogeography of Triatoma sanguisuga (Hemiptera: Reduviidae) on Two Barrier Islands off the Coast of Georgia, United States",JOURNAL OF MEDICAL ENTOMOLOGY,4,2011
RF-Net 2: fast inference of virus reassortment and hybridization networks,BIOINFORMATICS,6,2022
Combining extracellular matrix proteome and phosphoproteome of chickpea and meta-analysis reveal novel proteoforms and evolutionary significance of clade-specific wall-associated events in plant,PLANT DIRECT,0,2024
Using neural networks to detect patterns in inter-specific data: An example from net-spinning caddisflies (Trichoptera: Annulipalpia),ECOLOGICAL INFORMATICS,2,2008
The responses and adaptations of microbial communities to salinity in farmland soils: A molecular ecological network analysis,APPLIED SOIL ECOLOGY,91,2017
Patterns of interaction between Neotropical freshwater fishes and their gill Monogenoidea (Platyhelminthes),PARASITOLOGY RESEARCH,51,2014
"Drug Resistance Spread in 6 Metropolitan Regions, Germany, 2001-2018",EMERGING INFECTIOUS DISEASES,0,2020
A unifying characterization of tree-based networks and orchard networks using cherry covers,ADVANCES IN APPLIED MATHEMATICS,5,2021
Rhythmicity in the EEG and global stabilization of the average level of excitation in the cerebral cortex,BEHAVIORAL AND BRAIN SCIENCES,1,1996
"Seasonal dynamics of the microbial community in two full-scale wastewater treatment plants: Diversity, composition, phylogenetic group based assembly and co-occurrence pattern",WATER RESEARCH,91,2021
Community structure and the spread of infectious disease in primate social networks,EVOLUTIONARY ECOLOGY,174,2012
An Efficient Algorithm for the Rooted Triplet Distance Between Galled Trees,JOURNAL OF COMPUTATIONAL BIOLOGY,1,2019
DNA Taxonomy of Paranemertes (Nemertea: Hoplonemertea) with Spirally Fluted Stylets,ZOOLOGICAL SCIENCE,9,2015
Evolutionary relationships of Macaca fascicularis fascicularis (Raffles 1821) (Primates: Cercopithecidae) from Singapore revealed by Bayesian analysis of mitochondrial DNA sequences,RAFFLES BULLETIN OF ZOOLOGY,5,2017
Quantitative phylogenetic analysis in the 21st century,REVISTA MEXICANA DE BIODIVERSIDAD,42,2007
Network Tomography Based on Additive Metrics,IEEE TRANSACTIONS ON INFORMATION THEORY,33,2011
Level-2 networks from shortest and longest distances,DISCRETE APPLIED MATHEMATICS,0,2022
"Anchored hybrid enrichment generated nuclear, plastid and mitochondrial markers resolve the Lepanthes horrida (Orchidaceae: Pleurothallidinae) species complex",MOLECULAR PHYLOGENETICS AND EVOLUTION,42,2018
Minimum Contradiction Matrices in Whole Genome Phylogenies,EVOLUTIONARY BIOINFORMATICS,7,2008
Morphological and genetic diversity in Callithrix hybrids in an anthropogenic area in southeastern Brazil (Primates: Cebidae: Callitrichinae),ZOOLOGIA,7,2017
Comparison of wild rice (Oryza longistaminata) tissues identifies rhizome-specific bacterial and archaeal endophytic microbiomes communities and network structures,PLOS ONE,8,2021
Morpho-Molecular Characterization of Two Ampelomyces spp. (Pleosporales) Strains Mycoparasites of Powdery Mildew of Hevea brasiliensis,FRONTIERS IN MICROBIOLOGY,36,2018
Update of phylogenetic and genetic diversity of Sporothrix schenckii sensu lato,MEDICAL MYCOLOGY,26,2016
Phylogenetic analysis and phylogeography of the tetraploid rodent Tympanoctomys barrerae (Octodontidae): insights on its origin and the impact of Quaternary climate changes on population dynamics,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,17,2013
Altered litter stoichiometry drives energy dynamics of food webs through changing multiple facets of soil biodiversity,SOIL BIOLOGY & BIOCHEMISTRY,0,2024
"ORF-based binarized structure network analysis of plasmids (OSNAp), a novel approach to core gene-independent plasmid phylogeny",PLASMID,9,2020
Phylogenetic analysis of an epidemic outbreak of acute hepatitis C in HIV-infected patients by ultra-deep pyrosequencing,JOURNAL OF CLINICAL VIROLOGY,15,2017
Taxonomic revision of the Lecania cyrtella group based on molecular and morphological evidence,MYCOLOGIA,30,2008
"Mitochondrial DNA analysis of Bronze Age horses recovered from Chifeng region, Inner Mongolia, China",PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,12,2007
Impacts of Continuous Cropping on Fungal Communities in the Rhizosphere Soil of Tibetan Barley,FRONTIERS IN MICROBIOLOGY,4,2022
Face processing as a brain adaptation at multiple timescales,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,15,2011
Molecular data suggest population expansion and high level of gene flow in the Plain Tiger (Danaus chrysippus; Nymphalidae: Danainae),MITOCHONDRIAL DNA PART B-RESOURCES,8,2018
constNJ: An Algorithm to Reconstruct Sets of Phylogenetic Trees Satisfying Pairwise Topological Constraints,JOURNAL OF COMPUTATIONAL BIOLOGY,0,2010
Niche differentiation along multiple functional-trait dimensions contributes to high local diversity of Euphorbiaceae in a tropical tree assemblage,JOURNAL OF ECOLOGY,6,2022
Genome-wide analysis and functional characterization of the Dof transcription factor family in rice (Oryza sativa L.),PLANTA,19,2021
Acclimation of Culturable Bacterial Communities under the Stresses of Different Organic Compounds,FRONTIERS IN MICROBIOLOGY,63,2018
Using multilocus approach to uncover cryptic diversity within Pseudotrapelus lizards from Saudi Arabia,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,4,2019
Node-depth encoding for evolutionary algorithms applied to network design,"GENETIC AND EVOLUTIONARY COMPUTATION - GECCO 2004, PT 1, PROCEEDINGS",51,2004
Evolutionary adaptation of bovine coronavirus (BCoV): Screening of natural recombinations across the complete genomes,JOURNAL OF BASIC MICROBIOLOGY,0,2023
Lymphocyte pathway analysis using naturally lymphocyte-deficient fish,EUROPEAN JOURNAL OF IMMUNOLOGY,0,2023
Balanced Fertilization Decreases Environmental Filtering on Soil Bacterial Community Assemblage in North China,FRONTIERS IN MICROBIOLOGY,51,2017
"Phylogenetic relationships of the ciliate class Heterotrichea (Protista, Ciliophora, Postciliodesmatophora) inferred from multiple molecular markers and multifaceted analysis strategy",MOLECULAR PHYLOGENETICS AND EVOLUTION,36,2014
Cellular assays identify barriers impeding iron-sulfur enzyme activity in a non-native prokaryotic host,ELIFE,9,2022
The phylogenomic forest of bird trees contains a hard polytomy at the root of Neoaves,ZOOLOGICA SCRIPTA,90,2016
Adaptive Networks for Restoration Ecology,TRENDS IN ECOLOGY & EVOLUTION,65,2018
Flower morphology and phylogenetic analysis of some Dioscorea species of the section Stenophora (Dioscoreaceae),PLANT SYSTEMATICS AND EVOLUTION,2,2022
Hybrid capture of 964 nuclear genes resolves evolutionary relationships in the mimosoid legumes and reveals the polytomous origins of a large pantropical radiation,AMERICAN JOURNAL OF BOTANY,46,2020
Population level genetic divergence and phylogenetic placement of Mexican shortfin mollies (Mollienesia: Poecilia: Poeciliidae),NEOTROPICAL ICHTHYOLOGY,2,2023
MSClustering: A Cytoscape Tool for Multi-Level Clustering of Biological Networks,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2022
A Practical Fixed-Parameter Algorithm for Constructing Tree-Child Networks from Multiple Binary Trees,ALGORITHMICA,4,2022
Integrative taxonomy of ciliates: Assessment of molecular phylogenetic content and morphological homology testing,EUROPEAN JOURNAL OF PROTISTOLOGY,17,2017
"Phylogenetic Status and Genetic Diversity of the Turkish Marbled Polecat, Vormela peregusna, (Mustelidae: Carnivora: Mammalia), inferred from the Mitochondrial Cytochrome b Gene",VERTEBRATE ZOOLOGY,11,2014
Exploring mitochondrial evolution and metabolism organization principles by comparative analysis of metabolic networks,GENOMICS,11,2010
