Article Title,Source Title,"Times Cited, All Databases",Publication Year
Transfusion-Transmitted Hepatitis E Virus Infection in France,TRANSFUSION MEDICINE REVIEWS,42,2019
Amplification and bioinformatics analysis of conserved FAD-binding region of L-amino acid oxidase (LAAO) genes in gastropods compared to other organisms,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,5,2018
Soil microbiome responses to the short-term effects of Amazonian deforestation,MOLECULAR ECOLOGY,135,2015
GENETIC POPULATION STRUCTURE OF THE DESERT SHRUB SPECIES LYCIUM RUTHENICUM INFERRED FROM CHLOROPLAST DNA,PAKISTAN JOURNAL OF BOTANY,4,2014
Spatial structure in European moose (Alces alces): genetic data reveal a complex population history,JOURNAL OF BIOGEOGRAPHY,34,2014
"Genetic variation, phylogeographic structure of Spodoptera exigua in the welsh onion-producing areas of North China",JOURNAL OF APPLIED ENTOMOLOGY,12,2014
Trends and Predictors of Transmitted Drug Resistance (TDR) and Clusters with TDR in a Local Belgian HIV-1 Epidemic,PLOS ONE,33,2014
PFGE and automated riboprinting methods for molecular characterization of Pseudomonas fluorescens isolates involved in the blue-mozzarella event,LARGE ANIMAL REVIEW,0,2013
Presence of active aliphatic amidases in Helicobacter species able to colonize the stomach,INFECTION AND IMMUNITY,64,2003
Hierarchical genetic structure in fragmented populations of the Little Pocket Mouse (Perognathus longimembris) in Southern California,CONSERVATION GENETICS,11,2003
The teleost fish medaka (Oryzias latipes) as genetic model to study gravity dependent bone homeostasis in vivo,SPACE LIFE SCIENCES: GRAVITATIONAL BIOLOGY: 2002,30,2003
Comammox and unknown ammonia oxidizers contribute to nitrite accumulation in an integrated A-B stage process that incorporates side-stream EBPR (S2EBPR),WATER RESEARCH,0,2024
"Phylogeographic and Phylogenomic Structure of the Quarantine Plant Pathogen Colletotrichum liriopes, Including New Reports in the United States",PLANT DISEASE,1,2023
Genome Wide Analysis of Family-1 UDP Glycosyltransferases in Populus trichocarpa Specifies Abiotic Stress Responsive Glycosylation Mechanisms,GENES,5,2022
"Genome-wide identification, characterization, and expression of the Toll-like receptors in Japanese flounder (Paralichthys olivaceus)",AQUACULTURE,11,2021
Recipient and donor characteristics govern the hierarchical structure of heterospecific pollen competition networks,JOURNAL OF ECOLOGY,11,2021
Phylogeography of the gall-inducing micromoth Eucecidoses minutanus Brethes (Cecidosidae) reveals lineage diversification associated with the Neotropical Peripampasic Orogenic Arc,PLOS ONE,7,2018
Genetic diversity of Giardia duodenalis circulating in three Brazilian biomes,INFECTION GENETICS AND EVOLUTION,10,2018
Capuchin Monkey Research Priorities and Urgent Issues,AMERICAN JOURNAL OF PRIMATOLOGY,44,2014
Patterns and Characteristics of Hepatitis C Transmission Clusters among HIV-Positive and HIV-Negative Individuals in the Australian Trial in Acute Hepatitis C,CLINICAL INFECTIOUS DISEASES,92,2011
Deciphering the porcine intestinal microRNA transcriptome,BMC GENOMICS,125,2010
Comparison and interpretation of freshwater bacterial structure and interactions with organic to nutrient imbalances in restored wetlands,FRONTIERS IN MICROBIOLOGY,3,2022
Organ-Specific Gene Expression Reveals the Role of the Cymbidium ensifolium-miR396/Growth-Regulating Factors Module in Flower Development of the Orchid Plant Cymbidium ensifolium,FRONTIERS IN PLANT SCIENCE,12,2022
PfKsgA1 functions as a transcription initiation factor and interacts with the N-terminal region of the mitochondrial RNA polymerase of Plasmodium falciparum,INTERNATIONAL JOURNAL FOR PARASITOLOGY,4,2021
Threats from wildlife trade: The importance of genetic data in safeguarding the endangered Four-eyed Turtle (Sacalia quadriocellata),NATURE CONSERVATION-BULGARIA,10,2020
Species determination and phylogenetic relationships of the genus Betula inferred from multiple chloroplast and nuclear regions reveal the high methyl salicylate-producing ability of the ancestor,TREES-STRUCTURE AND FUNCTION,6,2020
Heme Oxygenases: Cellular Multifunctional and Protective Molecules against UV-Induced Oxidative Stress,OXIDATIVE MEDICINE AND CELLULAR LONGEVITY,40,2019
Genome-centric metatranscriptomes and ecological roles of the active microbial populations during cellulosic biomass anaerobic digestion,BIOTECHNOLOGY FOR BIOFUELS,24,2018
Molecular Evolution of the HIV-1 Thai Epidemic between the Time of RV144 Immunogen Selection to the Execution of the Vaccine Efficacy Trial,JOURNAL OF VIROLOGY,32,2013
Comparative Study of Topological Indices of Macro/Supramolecular RNA Complex Networks,JOURNAL OF CHEMICAL INFORMATION AND MODELING,43,2008
CALNUC (nucleobindin) is localised in the Golgi apparatus in insect cells,EUROPEAN JOURNAL OF CELL BIOLOGY,26,2000
Different hosts in different lakes: prevalence and population genetic structure of plerocercoids of Ligula intestinalis (Cestoda) in Czech water bodies,FOLIA PARASITOLOGICA,2,2022
"Integrative species delimitation of Selaginella labordei and closely related species: Uncovering the mysterious identity of S. jugorum and S. tibetica, and description of a new species",TAXON,2,2022
"Occasional sexual reproduction significantly affects the population structure of the widespread, predominantly asexually reproducing marine worm Lineus sanguineus (Nemertea: Pilidiophora)",MARINE BIOLOGY,1,2022
Unveiling Endophytic Bacterial Community Structures of Different Rice Cultivars Grown in a Cadmium-Contaminated Paddy Field,FRONTIERS IN MICROBIOLOGY,9,2021
Genome-wide survey of the F-box/Kelch (FBK) members and molecular identification of a novel FBK gene TaAFR in wheat,PLOS ONE,8,2021
Disparate Dynamics of Gene Body and cis-Regulatory Element Evolution Illustrated for the Senescence-Associated Cysteine Protease Gene SAG12 of Plants,PLANTS-BASEL,9,2021
HIV-1 CRF07_BC transmission dynamics in China: two decades of national molecular surveillance,EMERGING MICROBES & INFECTIONS,20,2021
Salmonella Pathogenicity Island 1 (SPI-1): The Evolution and Stabilization of a Core Genomic Type Three Secretion System,MICROORGANISMS,22,2020
"Genome-wide analysis of AGO, DCL and RDR gene families reveals RNA-directed DNA methylation is involved in fruit abscission in Citrus sinensis",BMC PLANT BIOLOGY,36,2019
Expression Analysis and Regulation Network Identification of the CONSTANS-Like Gene Family in Moso Bamboo (Phyllostachys edulis) Under Photoperiod Treatments,DNA AND CELL BIOLOGY,11,2019
"An ancient radiation: Ortholasmatine harvestmen in Asia - a new genus, three new species and a revision of the known species (Arachnida, Opiliones, Nemastomatidae)",REVUE SUISSE DE ZOOLOGIE,4,2019
The Phylogeny and Biogeography of Phyla nodiflora (Verbenaceae) Reveals Native and Invasive Lineages throughout the World,DIVERSITY-BASEL,9,2017
Gelsolin in Onychophora and Tardigrada with notes on its variability in the Ecdysozoa,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,0,2017
Genetic characterization of influenza viruses from influenza-related hospital admissions in the St. Petersburg and Valencia sites of the Global Influenza Hospital Surveillance Network during the 2013/14 influenza season,JOURNAL OF CLINICAL VIROLOGY,9,2016
On the origin of the recent herpetofauna of Sicily: Comparative phylogeography using homologous mitochondrial and nuclear genes,ZOOLOGISCHER ANZEIGER,19,2016
Yellow tails in the Red Sea: phylogeography of the Indo-Pacific goatfish Mulloidichthys flavolineatus reveals isolation in peripheral provinces and cryptic evolutionary lineages,JOURNAL OF BIOGEOGRAPHY,32,2015
Homoiterons and expansion in ribosomal RNAs,FEBS OPEN BIO,12,2015
The mast cell: an evolutionary perspective,BIOLOGICAL REVIEWS,91,2010
Review:: How was metazoan threshold crossed?: The hypothetical Urmetazoa,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,133,2001
Complete Mitochondrial Genome Sequences of Korean Phytophthora infestans Isolates and Comparative Analysis of Mitochondrial Haplotypes,PLANT PATHOLOGY JOURNAL,0,2022
Transcriptome mining of genes in Zanthoxylum armatum revealed ZaMYB86 as a negative regulator of prickly development,GENOMICS,12,2022
The phylogeographical pattern of the Amur minnow Rhynchocypris lagowskii (Cypriniformes: Cyprinidae) in the Qinling Mountains,ECOLOGY AND EVOLUTION,1,2022
Kinetic and Bioinformatic Characterization of D-2-Hydroxyglutarate Dehydrogenase from Pseudomonas aeruginosa PAO1,BIOCHEMISTRY,5,2020
Genetic Reconstruction and Forensic Analysis of Chinese Shandong and Yunnan Han Populations by Co-Analyzing Y Chromosomal STRs and SNPs,GENES,19,2020
Genome-wide expression analysis suggests glutaredoxin genes response to various stresses in cotton,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,69,2020
Origin and dissemination route of pear accessions from Western China to abroad based on combined analysis of SSR and cpDNA markers,GENETIC RESOURCES AND CROP EVOLUTION,1,2020
Maternal genetic variation in the northeastern Hungarian fallow deer (Dama dama) population,MAMMALIAN BIOLOGY,8,2018
"Analysis of the gut bacterial communities in beef cattle and their association with feed intake, growth, and efficiency",JOURNAL OF ANIMAL SCIENCE,59,2017
Arbuscular mycorrhizal fungi mediate below-ground plant-herbivore interactions: a phylogenetic study,FUNCTIONAL ECOLOGY,34,2012
Adenocystaceae fam. nov (Phaeophyceae) based on morphological and molecular evidence,EUROPEAN JOURNAL OF PHYCOLOGY,20,2000
Canalized pathways of change and constraints in the evolution of reproductive modes of microarthropods,EXPERIMENTAL AND APPLIED ACAROLOGY,21,1999
"Human gut, breast, and oral microbiome in breast cancer: A systematic review and meta-analysis",FRONTIERS IN ONCOLOGY,11,2023
Detection of Enterobius vermicularis in archived formalin-fixed paraffin-embedded (FFPE) appendectomy blocks: It's potential to compare genetic variations based on mitochondrial DNA (cox1) gene,PLOS ONE,1,2023
Bioactivity and Metabolome Mining of Deep-Sea Sediment-Derived Microorganisms Reveal New Hybrid PKS-NRPS Macrolactone from Aspergillus versicolor PS108-62,MARINE DRUGS,5,2023
"Survey and Molecular Characterization of Echinococcus granulosus sensu stricto from Livestock and Humans in the Altai Region of Xinjiang, China",PATHOGENS,2,2023
Genetic diversity of three major spider mites damaging rubber trees,SYSTEMATIC AND APPLIED ACAROLOGY,3,2022
"Structures, evolutionary relationships and expression profiles of the tumour necrosis factor superfamily and their receptors in black rockfish (Sebastes schlegelii)",DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,1,2022
Multiple colonization and dispersal events hide the early origin and induce a lack of genetic structure of the moss Bryum argenteum in Antarctica,ECOLOGY AND EVOLUTION,9,2020
The origins of Chinese domestic cattle as revealed by ancient DNA analysis,JOURNAL OF ARCHAEOLOGICAL SCIENCE,58,2014
A forgotten homology supporting the monophyly of Tracheata:: The subcoxa of insects and myriapods re-visited,ZOOLOGISCHER ANZEIGER,40,2008
"Phylogeography and predicted distribution of African-Arabian and Malagasy populations of giant mastiff bats, Otomops spp. (Chiroptera: Molossidae)",ACTA CHIROPTEROLOGICA,41,2008
Genome-wide similarity search for transcription factors and their binding sites in a metal-reducing prokaryote Geobacter sulfurreducens,BIOSYSTEMS,19,2007
IsoSVM - Distinguishing isoforms and paralogs on the protein level,BMC BIOINFORMATICS,17,2006
Molecular instability of the mitochondrial haplogroup T sequences at nucleotide positions 16292 and 16296,ANNALS OF HUMAN GENETICS,17,1999
Genome-wide identification and characterization of TCP gene family in Dendrobium nobile and their role in perianth development,FRONTIERS IN PLANT SCIENCE,0,2024
Genome-Wide Identification and Expression Analysis of the RADIALIS-like Gene Family in Camellia sinensis,PLANTS-BASEL,0,2023
"Analysis of a Dengue Virus Outbreak in Rosso, Senegal 2021",TROPICAL MEDICINE AND INFECTIOUS DISEASE,7,2022
Understanding the Taxonomic Complexes and Species Delimitation within Sambucus L. (Viburnaceae),DIVERSITY-BASEL,1,2022
Nutrient dynamics and microbial community response in macrophyte-dominated lakes: Implications for improved restoration strategies,JOURNAL OF ENVIRONMENTAL MANAGEMENT,4,2023
Conservation threats from roadkill in the global road network,GLOBAL ECOLOGY AND BIOGEOGRAPHY,48,2021
Expanding Diversity of Firmicutes Single-Strand Annealing Proteins: A Putative Role of Bacteriophage-Host Arms Race,FRONTIERS IN MICROBIOLOGY,4,2021
Genome-wide analysis of the apple CaCA superfamily reveals that MdCAX proteins are involved in the abiotic stress response as calcium transporters,BMC PLANT BIOLOGY,28,2021
Blood parasites of bird communities in Sri Lanka and their mosquito vectors,PARASITOLOGY RESEARCH,1,2021
Genetic diversity of Echinococcus granulosus sensu stricto in Sardinia (Italy),PARASITOLOGY INTERNATIONAL,17,2020
Phylogeography of Excoecaria acerifolia (Euphorbiaceae) suggests combined effects of historical drainage reorganization events and climatic changes on riparian plants in the Sino-Himalayan region,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,7,2020
ASSESSING THE TAXONOMIC VALIDITY OF AUSTRODIPLOSTOMUM SPP. (DIGENEA: DIPLOSTOMIDAE) THROUGH NUCLEAR AND MITOCHONDRIAL DATA,JOURNAL OF PARASITOLOGY,10,2019
Phylogeography and population dynamics of Antbirds (Thamnophilidae) from Amazonian fluvial islands,JOURNAL OF BIOGEOGRAPHY,31,2017
Genome-wide identification and expression analysis of sulfate transporter (SULTR) genes in potato (Solanum tuberosum L.),PLANTA,69,2016
Effects of post-glacial phylogeny and genetic diversity on the growth variability and climate sensitivity of European silver fir,JOURNAL OF ECOLOGY,45,2016
"Characterization of HBV Among HBV/HIV-1 Co-Infected Injecting Drug Users from Mombasa, Kenya",CURRENT HIV RESEARCH,7,2015
Genome wide sequence analysis grants unbiased definition of species boundaries in Candidatus Phytoplasma,SYSTEMATIC AND APPLIED MICROBIOLOGY,18,2013
Integrated transcriptomic and WGCNA analyses reveal candidate genes regulating mainly flavonoid biosynthesis in Litsea coreana var. sinensis,BMC PLANT BIOLOGY,1,2024
"Comprehensive Analysis and Characterization of the GATA Gene Family, with Emphasis on the GATA6 Transcription Factor in Poplar",INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,1,2023
Implications for biological invasion of non-native plants for sale in the world's largest online market,CONSERVATION BIOLOGY,3,2023
"Genome-Wide Characterization and Analysis of R2R3-MYB Genes Related to Fruit Ripening and Stress Response in Banana (Musa acuminata L. AAA Group, cv. 'Cavendish')",PLANTS-BASEL,1,2023
Survivors and colonizers: Contrasting biogeographic histories reconciled in the Antarctic freshwater copepod Boeckella poppei,FRONTIERS IN ECOLOGY AND EVOLUTION,3,2022
Structure and diversity of mycorrhizal fungi communities of different part of Bulbophyllum tianguii in three terrestrial environments,FRONTIERS IN PLANT SCIENCE,5,2022
A developmental role for the chromatin-regulating CoREST complex in the cnidarian Nematostella vectensis,BMC BIOLOGY,1,2022
Genome-Wide Analysis of the UGT Gene Family and Identification of Flavonoids in Broussonetia papyrifera,MOLECULES,14,2021
Intrinsic disorder is an essential characteristic of components in the conserved circadian circuit,CELL COMMUNICATION AND SIGNALING,30,2020
An alternative plant-like cyanobacterial ferredoxin with unprecedented structural and functional properties,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,10,2019
Diversity and evolution of Lactobacillus casei group isolated from fermented dairy products in Tibet,ARCHIVES OF MICROBIOLOGY,10,2018
Molecular Motor Dnm1 Synergistically Induces Membrane Curvature To Facilitate Mitochondrial Fission,ACS CENTRAL SCIENCE,30,2017
"ROCK inhibition abolishes the establishment of the aquiferous system in Ephydatia muelleri (Porifera, Demospongiae)",DEVELOPMENTAL BIOLOGY,15,2016
"The worldwide spread of ciprofloxacin-resistant Shigella sonnei among HIV-infected men who have sex with men, Taiwan",CLINICAL MICROBIOLOGY AND INFECTION,33,2016
Genetic diversity of the Chinese liver fluke Clonorchis sinensis from Russia and Vietnam,INTERNATIONAL JOURNAL FOR PARASITOLOGY,26,2014
"Mitochondrial genetic diversity, phylogeny and population structure of Hydropotes inermis in South Korea",GENES & GENETIC SYSTEMS,6,2014
Genome-wide analysis of the distribution of AP2/ERF transcription factors reveals duplication and CBFs genes elucidate their potential function in Brassica oleracea,BMC GENOMICS,46,2014
Expression of phosphofructokinase in Neisseria meningitidis,MICROBIOLOGY-SGM,11,2010
Mitochondrial phylogeography and genetic diversity of Tibetan gazelle (Procapra picticaudata):: Implications for conservation,MOLECULAR PHYLOGENETICS AND EVOLUTION,73,2006
"Mutant analysis, protein-protein interactions and subcellular localization of the Arabidopsis Bsister (ABS) protein",MOLECULAR GENETICS AND GENOMICS,82,2005
Virus diversity and interactions with hosts in deep-sea hydrothermal vents,MICROBIOME,15,2022
Molecular and functional analysis of the microphthalmia-associated transcription factor (mitf) gene duplicates in red tilapia,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,4,2022
Identification and Genetic Characterization of Pseudomonas syringae pv. syringae from Sweet Cherry in Turkey,PLANT DISEASE,5,2022
Genome-Wide SNP Markers for Genotypic and Phenotypic Differentiation of Melon (Cucumis melo L.) Varieties Using Genotyping-by-Sequencing,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,9,2021
Mitochondrial Genomes of the United States Distribution of Gray Fox (Urocyon cinereoargenteus) Reveal a Major Phylogeographic Break at the Great Plains Suture Zone,FRONTIERS IN ECOLOGY AND EVOLUTION,10,2021
Response of phytohormone mediated plant homeodomain (PHD) family to abiotic stress in upland cotton (Gossypium hirsutum spp.),BMC PLANT BIOLOGY,20,2021
A Metabolome- and Metagenome-Wide Association Network Reveals Microbial Natural Products and Microbial Biotransformation Products from the Human Microbiota,MSYSTEMS,23,2019
Population structuring in the monogonont rotifer Synchaeta pectinata: high genetic divergence on a small geographical scale,FRESHWATER BIOLOGY,20,2015
Prolonged isolation and persistence of a common endemic on granite outcrops in both mesic and semi-arid environments in south-western Australia,JOURNAL OF BIOGEOGRAPHY,41,2014
Genome-wide identification and expression pattern analysis of the kiwifruit GRAS transcription factor family in response to salt stress,BMC GENOMICS,1,2024
"Mitochondrial DNA analyses revealed distinct lineages in an alpine mammal, Siberian ibex (Capra sibirica) in Xinjiang, China",ECOLOGY AND EVOLUTION,0,2023
Genome-wide identification and expression analyses of phenylalanine ammonia-lyase gene family members from tomato (Solanum lycopersicum) reveal their role in root-knot nematode infection,FRONTIERS IN PLANT SCIENCE,1,2023
Escaping from predators: a review of Neotropical lizards defence traits,ETHOLOGY ECOLOGY & EVOLUTION,3,2023
Challenges and opportunities of species distribution modelling of terrestrial arthropod predators,DIVERSITY AND DISTRIBUTIONS,14,2021
Integrative Network Analysis of Predicted miRNA-Targets Regulating Expression of Immune Response Genes in Bovine Coronavirus Infection,FRONTIERS IN GENETICS,5,2020
Therapeutic Effect of Calcipotriol Pickering Nanoemulsions Prepared by Exopolysaccharides Produced by Bacillus halotolerans FYS Strain on Psoriasis,INTERNATIONAL JOURNAL OF NANOMEDICINE,7,2020
"Conservation genetics of the pond bat (Myotis dasycneme) with special focus on the populations in northwestern Germany and in Jutland, Denmark",ECOLOGY AND EVOLUTION,3,2019
Specialized proteomic responses and an ancient photoprotection mechanism sustain marine green algal growth during phosphate limitation,NATURE MICROBIOLOGY,24,2018
"Potomida littoralis (Bivalvia, Unionidae) evolutionary history: slow evolution or recent speciation?",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10,2017
Metabarcoding as a tool for investigating arthropod diversity in Nepenthes pitcher plants,AUSTRAL ECOLOGY,28,2016
The barber's pole worm CAP protein superfamily - A basis for fundamental discovery and biotechnology advances,BIOTECHNOLOGY ADVANCES,17,2015
A Population-Structured HIV Epidemic in Israel: Roles of Risk and Ethnicity,PLOS ONE,14,2015
Phylogeography of two closely related species of Nolana from the coastal Atacama Desert of Chile: post-glacial population expansions in response to climate fluctuations,JOURNAL OF BIOGEOGRAPHY,33,2013
Sensitivity of seven HIV subtyping tools differs among subtypes/recombinants in the Spanish cohort of naive HIV-infected patients (CoRIS),ANTIVIRAL RESEARCH,21,2011
Gut dysbiosis in patients with chronic pain: a systematic review and meta-analysis,FRONTIERS IN IMMUNOLOGY,0,2024
Repeated transmission of SARS-CoV-2 in an overcrowded Irish emergency department elucidated by whole-genome sequencing,JOURNAL OF HOSPITAL INFECTION,4,2022
Genome-wide analysis of evolution and expression profiles of NAC transcription factor gene family inJuglans regiaL.,ANNALS OF FOREST SCIENCE,5,2020
Systematic processing of ribosomal RNA gene amplicon sequencing data,GIGASCIENCE,46,2019
"Genetic diversity and phylogenetic relationships between Leishmania infantum from dogs, humans and wildlife in south-east Spain",ZOONOSES AND PUBLIC HEALTH,21,2019
Historical and current patterns of gene flow in the butterfly Pararge aegeria,JOURNAL OF BIOGEOGRAPHY,12,2018
"Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010",PLOS NEGLECTED TROPICAL DISEASES,20,2018
Allopolyploid origin of highly invasive Centaurea stoebe s.l. (Asteraceae),MOLECULAR PHYLOGENETICS AND EVOLUTION,47,2012
Role of Hox PG2 genes in Nile tilapia pharyngeal arch specification: implications for gnathostome pharyngeal arch evolution,EVOLUTION & DEVELOPMENT,14,2010
Evolution of serum albumin intron-1 is shaped by a 5′ truncated non-long terminal repeat retrotransposon in western Palearctic water frogs (Neobatrachia),MOLECULAR PHYLOGENETICS AND EVOLUTION,37,2009
Genetic structure and variation in the relict populations of Alsophila spinulosa from southern China based on RAPD markers and cpDNA atpB-rbcL sequence data,HEREDITAS,23,2004
Genome-wide characterization and expression of Oryza sativa AP2 transcription factor genes associated with the metabolism of mesotrione,CHEMICAL AND BIOLOGICAL TECHNOLOGIES IN AGRICULTURE,0,2024
Genome-wide analysis and expression of the aquaporin gene family in Avena sativa L.,FRONTIERS IN PLANT SCIENCE,0,2024
Biogeographic barriers and historic climate shape the phylogeography and demography of the common gartersnake,JOURNAL OF BIOGEOGRAPHY,0,2023
A comprehensive evaluation of the temporal and spatial fouling characteristics of RO membranes in a full-scale seawater desalination plant,WATER RESEARCH,2,2024
Genome-wide identification of PEBP gene family in pineapple reveal its potential functions in flowering,FRONTIERS IN PLANT SCIENCE,0,2023
Comparative mitochondrial phylogeography of water frogs (Ranidae: Pelophylax spp.) from the southwestern Balkans,VERTEBRATE ZOOLOGY,3,2023
Cloning of the RNA m6A Methyltransferase 3 and Its Impact on the Proliferation and Differentiation of Quail Myoblasts,VETERINARY SCIENCES,2,2023
"Whole-genome identification and expression analysis of basic leucine zipper genes under cadmium, drought and Orobanche cumana stresses in Helianthus annuus L.",INDUSTRIAL CROPS AND PRODUCTS,3,2023
Discovery of potential multi-target-directed ligands by targeting host-specific SARS-CoV-2 structurally conserved main protease,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,200,2021
Phylogeography of sand-burrowing amphipods (Haustoriidae) supports an ancient suture zone in the Gulf of Mexico,JOURNAL OF BIOGEOGRAPHY,7,2019
Functional Analysis of the PgCesA3 White Spruce Cellulose Synthase Gene Promoter in Secondary Xylem,FRONTIERS IN PLANT SCIENCE,5,2019
"Sympatric species distribution, genetic diversity and population structure of Haemonchus isolates from domestic ruminants in Pakistan",VETERINARY PARASITOLOGY,36,2014
Wolbachia infection status and genetic structure in natural populations of Polytremis nascens (Lepidoptera: Hesperiidae),INFECTION GENETICS AND EVOLUTION,19,2014
ITS Polymorphisms Shed Light on Hybrid Evolution in Apomictic Plants: A Case Study on the Ranunculus auricomus Complex,PLOS ONE,42,2014
"Molecular characterisation and infection dynamics of Dentitruncus truttae from trout (Salmo trutta and Oncorhynchus mykiss) in Krka River, Croatia",VETERINARY PARASITOLOGY,20,2013
AFLP Polymorphisms Allow High Resolution Genetic Analysis of American Tegumentary Leishmaniasis Agents Circulating in Panama and Other Members of the Leishmania Genus,PLOS ONE,11,2013
Evidence of multiple introductions of HIV-1 subtype C in Angola,INFECTION GENETICS AND EVOLUTION,13,2012
The Whereabouts of an Ancient Wanderer: Global Phylogeography of the Solitary Ascidian Styela plicata,PLOS ONE,77,2011
Prevalence of Salmonella spp. and Escherichia coli in the feces of free-roaming wildlife throughout South Korea,PLOS ONE,0,2024
Genome-wide analysis and expression pattern of the ZoPP2C gene family in Zingiber officinale Roscoe,BMC GENOMICS,0,2024
"River drainage rearrangements and the phylogeographic pattern of the annual fish Austrolebias arachan (Cyprinodontiformes, Rivulidae)",ZOOLOGICA SCRIPTA,0,2024
Genome-wide analysis of the P450 gene family in tea plant (Camellia sinensis) reveals functional diversity in abiotic stress,BMC GENOMICS,2,2023
Rapid discrimination of Shigella spp. and Escherichia coli via label-free surface enhanced Raman spectroscopy coupled with machine learning algorithms,FRONTIERS IN MICROBIOLOGY,4,2023
Comprehensive Analysis of Phaseolus vulgaris SnRK Gene Family and Their Expression during Rhizobial and Mycorrhizal Symbiosis,GENES,2,2022
Revisiting the Pneumocystis host specificity paradigm and transmission ecology in wild Southeast Asian rodents,INFECTION GENETICS AND EVOLUTION,7,2021
Determinant Factors and Regulatory Systems for Anthocyanin Biosynthesis in Rice Apiculi and Stigmas,RICE,21,2021
Dominant Tree Species Shape Soil Microbial Community via Regulating Assembly Processes in Planted Subtropical Forests,FORESTS,9,2019
New insight into the classification and evolution of glucose transporters in the Metazoa,FASEB JOURNAL,11,2019
Water Masses and Depth Structure Prokaryotic and T4-Like Viral Communities Around Hydrothermal Systems of the Nordic Seas,FRONTIERS IN MICROBIOLOGY,6,2018
GILP family: a stress-responsive group of plant proteins containing a LITAF motif,FUNCTIONAL & INTEGRATIVE GENOMICS,3,2018
Physiological mechanisms used by fish to cope with salinity stress,JOURNAL OF EXPERIMENTAL BIOLOGY,261,2015
Distribution and evolution of het gene homologs in the basidiomycota,FUNGAL GENETICS AND BIOLOGY,24,2014
Modeling microbial reaction rates in a submarine hydrothermal vent chimney wall,GEOCHIMICA ET COSMOCHIMICA ACTA,27,2014
Is Evolution of Blind Mole Rats Determined by Climate Oscillations?,PLOS ONE,38,2012
Visualizing differences in phylogenetic information content of alignments and distinction of three classes of long-branch effects,BMC EVOLUTIONARY BIOLOGY,106,2007
Genome-wide identification and characterization of NLR genes in lamprey (Lethenteron reissneri) and their responses to lipopolysaccharide/poly(I: C) challenge,MOLECULAR IMMUNOLOGY,5,2022
Chromosome-scale genome assembly provides insights into the evolution and flavor synthesis of passion fruit (Passiflora edulis Sims),HORTICULTURE RESEARCH,63,2021
Bacterial assembly in the bio-cake of membrane bioreactors: Stochastic vs. deterministic processes,WATER RESEARCH,76,2019
Soil available phosphorus content drives the spatial distribution of archaeal communities along elevation in acidic terrace paddy soils,SCIENCE OF THE TOTAL ENVIRONMENT,21,2019
The role of isolation on contrasting phylogeographic patterns in two cave crustaceans,BMC EVOLUTIONARY BIOLOGY,24,2017
High genetic diversity and population differentiation in Clarias gariepinus of Yala Swamp: evidence from mitochondrial DNA sequencesa,JOURNAL OF FISH BIOLOGY,13,2016
Compensatory responses in plant-herbivore interactions: Impacts of insects on leaf water relations,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,12,2016
A refined model of the genomic basis for phenotypic variation in vertebrate hemostasis,BMC EVOLUTIONARY BIOLOGY,11,2015
Early responses of wild plant seedlings to arbuscular mycorrhizal fungi and pathogens,BASIC AND APPLIED ECOLOGY,13,2014
"Sequence variability at the mitochondrial ND1, ND6, cyt b and D-loop segments in tench (Tinca tinca L.)",JOURNAL OF APPLIED ICHTHYOLOGY,4,2014
ON THE EDGE: A GENETIC ASSESSMENT OF APLODONTIA RUFA FROM THE EDGE OF THEIR DISTRIBUTION,WESTERN NORTH AMERICAN NATURALIST,2,2013
Phylogeography of the Arizona hairy scorpion (Hadrurus arizonensis) supports a model of biotic assembly in the Mojave Desert and adds a new Pleistocene refugium,JOURNAL OF BIOGEOGRAPHY,33,2013
"Taxonomic review of the subfamily Bradyporinae (Orthoptera: Tettigoniidae; Bradyporini; Ephippigerini) of Turkey, with description of new species and the relationship of the taxa",ZOOTAXA,14,2011
"Human Immunodeficiency Virus (HIV) Drug Resistance, Phylogenetic Analysis, and Superinfection Among Men Who Have Sex With Men and Transgender Women in Sub-Saharan Africa: HIV Prevention Trials Network (HPTN) 075 Study (vol 73, pg 60, 2021)",CLINICAL INFECTIOUS DISEASES,0,2021
