Article Title,Source Title,"Times Cited, All Databases",Publication Year
"Identification, evolution and expression analysis of WRKY gene family in Eucommia ulmoides",GENOMICS,20,2021
"Reticulocystis yunnanensegen. et sp. nov., a new member of freshwater Oocystaceae algae (Trebouxiophyceae, Chlorophyta)",EUROPEAN JOURNAL OF PHYCOLOGY,3,2020
Tracing the evolutionary origin of vertebrate skeletal tissues: insights from cephalochordate amphioxus,CURRENT OPINION IN GENETICS & DEVELOPMENT,12,2016
"Population structure, colonization processes and barriers for dispersal in Polish common hamsters (Cricetus cricetus)",JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,19,2010
"Population genetic evidence for the east-west division of the narrow-barred Spanish mackerel (Scomberomorus commerson, Perciformes: Teleostei) along Wallace's Line",BIODIVERSITY AND CONSERVATION,29,2010
Activation of Eklf expression during hematopoiesis by Gata2 and Smad5 prior to erythroid commitment,DEVELOPMENT,63,2008
GENEBEE-NET - INTERNET-BASED SERVER FOR ANALYZING BIOPOLYMERS STRUCTURE,BIOCHEMISTRY-MOSCOW,117,1995
"Mitochondrial COI sequences revealed shallow but significant divergences among Amphioctopus aegina (Octopoda, Octopodidae) populations in coastal waters of China",ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,0,2022
Identification of PLATZ genes in Malus and expression characteristics of MdPLATZs in response to drought and ABA stresses,FRONTIERS IN PLANT SCIENCE,6,2023
Exploration of GH94 Sequence Space for Enzyme Discovery Reveals a Novel Glucosylgalactose Phosphorylase Specificity,CHEMBIOCHEM,6,2021
"Metabolome of the Phyllidiella pustulosa Species Complex (Nudibranchia, Heterobranchia, Gastropoda) Reveals Rare Dichloroimidic Sesquiterpene Derivatives from a Phylogenetically Distinct and Undescribed Clade",JOURNAL OF NATURAL PRODUCTS,5,2020
Comprehensive Analysis of the Chitinase Family Genes in Tomato (Solanum lycopersicum),PLANTS-BASEL,33,2019
Biodiversity conservation gaps in the Brazilian protected areas,SCIENTIFIC REPORTS,168,2017
Evolution of an intron-poor cluster of the CIPK gene family and expression in response to drought stress in soybean,SCIENTIFIC REPORTS,74,2016
Underreplicated Regions in Drosophila melanogaster Are Enriched with Fast-Evolving Genes and Highly Conserved Noncoding Sequences,GENOME BIOLOGY AND EVOLUTION,14,2014
A systematic analysis of ARM genes revealed that GhARM144 regulates the resistance against Verticillium dahliae via interaction with GhOSM34,PHYSIOLOGIA PLANTARUM,0,2024
"Mitochondrial diversity and phylogeographic structure of native cattle breeds from Yunnan, Southwestern China",LIVESTOCK SCIENCE,6,2018
"Insights into the biosynthesis of icumazole, unveiling a distinctive family of crotonyl-CoA carboxylase/reductase",CELL REPORTS PHYSICAL SCIENCE,1,2023
Genome-Wide Identification and Expression Analyses of CONSTANS-Like Family Genes in Cucumber (Cucumis sativus L.),JOURNAL OF PLANT GROWTH REGULATION,4,2022
"Genetic diversity and phylogeography of European Roe Deer, Capreolus capreolus, in Iran as inferred from mtDNA genes (Mammalia: Cervidae)",ZOOLOGY IN THE MIDDLE EAST,3,2021
Shallow Genetic Structure of Pholis fangi in Bohai Sea and Yellow Sea Inferred from mtDNA Control Region,JOURNAL OF OCEAN UNIVERSITY OF CHINA,4,2019
Not as clear as expected: what genetic data tell about Southern Hemisphere corellids (Ascidiacea: Phlebobranchia),JOURNAL OF NATURAL HISTORY,4,2018
The Antarctic moss leucine-rich repeat receptor-like kinase (PnLRR-RLK2) functions in salinity and drought stress adaptation,POLAR BIOLOGY,15,2018
RapaNet: A Web Tool for the Co-Expression Analysis of Brassica rapa Genes,EVOLUTIONARY BIOINFORMATICS,4,2017
Genetic structure and diversity of the Diachasmimorpha longicaudata species complex in Thailand: SSCP analysis of mitochondrial 16S rDNA and COI DNA sequences,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,4,2017
An integrative approach to reappraising species validity in Pseudexostoma (Teleostei: Sisoridae),ZOOTAXA,4,2016
Mitochondrial phylogeography of a Beringian relict: the endemic freshwater genus of blackfish Dallia (Esociformes),JOURNAL OF FISH BIOLOGY,20,2014
Dissecting the action of an evolutionary conserved non-coding region on renin promoter activity,NUCLEIC ACIDS RESEARCH,12,2007
"Evolution of biogeographic patterns, ploidy levels, and breeding systems in a diploid-polyploid species complex of Primula",NEW PHYTOLOGIST,103,2006
"First report of Basidiolum fimbriatum since 1861, with comments on its development, occurrence, distribution and relationship with other fungi",MYCOLOGICAL RESEARCH,3,2003
EpMYB2 positively regulates chicoric acid biosynthesis by activating both primary and specialized metabolic genes in purple coneflower,PLANT JOURNAL,0,2024
Modern human DNA analyses with special reference to the inner dual-structure model of Yaponesian,ANTHROPOLOGICAL SCIENCE,8,2021
Comparing rates of introgression in parasitic feather lice with differing dispersal capabilities,COMMUNICATIONS BIOLOGY,3,2020
Phylogeography and population genetics of Acanthophyllum squarrosum complex (Caryophyllaceae) in the Irano-Turanian region,SYSTEMATICS AND BIODIVERSITY,4,2019
Capturing goats: documenting two hundred years of mitochondrial DNA diversity among goat populations from Britain and Ireland,BIOLOGY LETTERS,11,2017
"The curious case of Neotroglocarcinus dawydoffi (Decapoda, Cryptochiridae): unforeseen biogeographic patterns resulting from isolation",SYSTEMATICS AND BIODIVERSITY,15,2014
Multiple origins and high genetic diversity of cultivated radish inferred from polymorphism in chloroplast simple sequence repeats,BREEDING SCIENCE,32,2009
"Structure, Function, and Regulation of the Plasma Membrane Na+/H+ Antiporter Salt Overly Sensitive 1 in Plants",FRONTIERS IN PLANT SCIENCE,17,2022
"Complete genome sequence of a novel lytic phage infectingAeromonas hydrophila, an infectious agent in striped catfish (Pangasianodon hypophthalmus)",ARCHIVES OF VIROLOGY,16,2020
"Genetic diversity and origins of invasive black rats (Rattus rattus) in Benin, West Africa",JOURNAL OF VERTEBRATE BIOLOGY,8,2020
A Global Population Genetic Study of Pantala flavescens,PLOS ONE,56,2016
"Hanseniaspora nectarophila sp nov., a yeast species isolated from ephemeral flowers",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,9,2014
Adaptive evolutionary walks require neutral intermediates in RNA fitness landscapes,THEORETICAL POPULATION BIOLOGY,2,2011
Metzincin Proteases and Their Inhibitors: Foes or Friends in Nervous System Physiology?,JOURNAL OF NEUROSCIENCE,209,2010
"A new bovid, Asoletragus gentryi n. gen. et sp., from Monte Tuttavista (Orosei, Eastern Sardinia, Italy)",RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA,12,2006
"Tunic cells in pyrosomes (Thaliacea, Urochordata): cell morphology, distribution, and motility",INVERTEBRATE BIOLOGY,5,2001
Identification of the CNGC Gene Family in Rice and Mining of Alleles for Application in Rice Improvement,PLANTS-BASEL,0,2023
"Extreme variation in patterns of tandem repeats in mitochondrial control region of yellow-browed tits (Sylviparus modestus, Paridae)",SCIENTIFIC REPORTS,14,2015
PBX/extradenticle is required to re-establish axial structures and polarity during planarian regeneration,DEVELOPMENT,55,2013
"Ultrastructural investigation of coelomocytes in representatives of Naidinae and Rhyacodrilinae (Annelida, Clitellata, Tubificidae)",JOURNAL OF MORPHOLOGY,6,2008
The fingerprint of phantom mutations in mitochondrial DNA data,AMERICAN JOURNAL OF HUMAN GENETICS,230,2002
Similarity of phylogenetic trees as indicator of protein-protein interaction,PROTEIN ENGINEERING,427,2001
Whole genome duplication and dispersed duplication characterize the evolution of the plant PINOID gene family across plant species,GENE,7,2022
Genetic diversity and population demography of narrow-ridged finless porpoises from South Korea on the basis of mitochondrial DNA variation: Implications for its conservation in East Asia,MARINE MAMMAL SCIENCE,4,2019
"Genetic Diversity of Echinococcus granulosus Genotype G1 in Xinjiang, Northwest of China",KOREAN JOURNAL OF PARASITOLOGY,18,2018
Mitochondrial DNA variation and genetic relationships in Japanese and Korean cattle,ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,20,2006
"Molecular genetic analysis of remains of a 2,000-year-old human population in China - and its relevance for the origin of the modern Japanese population",AMERICAN JOURNAL OF HUMAN GENETICS,68,1999
A comprehensive anatomical network analysis of human brain topology,JOURNAL OF ANATOMY,2,2023
Genome-wide characterization of the common bean kinome: Catalog and insights into expression patterns and genetic organization,GENE,2,2023
Genome-wide analysis of HECT E3 ubiquitin ligase gene family in Solanum lycopersicum,SCIENTIFIC REPORTS,9,2021
FluReassort: a database for the study of genomic reassortments among influenza viruses,BRIEFINGS IN BIOINFORMATICS,6,2020
Genetic Analysis of Turkish lynx (Lynx lynx) Based on Mitochondrial DNA Sequences,RUSSIAN JOURNAL OF GENETICS,3,2019
Chlamydia trachomatis serovar G infection in a bisexual male with urethritis,INDIAN JOURNAL OF DERMATOLOGY VENEREOLOGY & LEPROLOGY,1,2016
"STRING v10: protein-protein interaction networks, integrated over the tree of life",NUCLEIC ACIDS RESEARCH,7997,2015
A Superfamily of Actin-Binding Proteins at the Actin-Membrane Nexus of Higher Plants,CURRENT BIOLOGY,124,2012
"The C-elegans homologue of the spastic paraplegia protein, spastin, disassembles microtubules",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,29,2007
THE KINETOPLAST DNA OF TRYPANOSOMA-GAMBIENSE - COMPARISON WITH THE KDNA OF TRYPANOSOMA-EQUIPERDUM,BIOCHIMIE,4,1981
"The high concentrations of abscisic, jasmonic, and salicylic acids produced under long days do not accelerate flowering in Chenopodium ficifolium 459",PLANT SCIENCE,4,2022
"Mitochondrial DNA suggests multiple colonizations of central Philippine islands (Boracay, Negros) by the sedentary Philippine bulbul Hypsipetes philippinus guimarasensis (Aves)",JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,5,2010
Complete genomic sequences for hepatitis C virus subtypes 6e and 6g isolated from Chinese patients with injection drug use and HIV-1 co-infection,JOURNAL OF MEDICAL VIROLOGY,26,2006
"Human Na+/H+ exchanger isoform 6 is found in recycling endosomes of cells, not in mitochondria",AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,152,2002
ESTIMATION OF RELATEDNESS BETWEEN PHYTOPHTHORA SPECIES BY ANALYSIS OF MITOCHONDRIAL-DNA,MYCOLOGIA,71,1988
"Activation of indigenous denitrifying bacteria and enhanced nitrogen removal via artificial mixing in a drinking water reservoir: Insights into gene abundance, community structure, and co-existence model",ENVIRONMENTAL RESEARCH,0,2023
The potential role of R2R3-MYB gene family in the phenylpropanoid pathway and regulatory mechanism in Fragaria x ananassa,BIOLOGIA PLANTARUM,0,2023
The raison d'etre of chemical ecology,ECOLOGY,92,2015
Geographic pattern of genetic variation in the fox tapeworm Echinococcus multilocularis,PARASITOLOGY INTERNATIONAL,134,2009
Three's company: Two or more unrelated receptors pair with the same ligand,MOLECULAR ENDOCRINOLOGY,17,2005
"Phylogeography of Agathistoma (Turbinidae, Tegulinae) snails in tropical and southwestern Atlantic",ZOOLOGICA SCRIPTA,0,2022
Predicting G-Protein-Coupled Receptors Families Using Different Physiochemical Properties and Pseudo Amino Acid Composition,"G PROTEIN COUPLED RECEPTORS: MODELING, ACTIVATION, INTERACTIONS AND VIRTUAL SCREENING",16,2013
Iodothyronine deiodinases: a functional and evolutionary perspective,JOURNAL OF ENDOCRINOLOGY,69,2012
Extraordinary variability in gene activation and repression programs during gonadal sex differentiation across vertebrates,FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY,0,2024
Archaeal ancestors of eukaryotes: not so elusive any more,BMC BIOLOGY,40,2015
Obtaining splits from cut sets of tight spans,DISCRETE APPLIED MATHEMATICS,2,2013
The HIV Epidemic: High-Income Countries,COLD SPRING HARBOR PERSPECTIVES IN MEDICINE,37,2012
"Genetic diversity of the sable (Mantes zibellina, Mustelidae) in Russian Far East and Hokkaido inferred from mitochondrial NADH dehydrogenase subunit 2 gene sequences",MAMMAL STUDY,19,2011
"Host specificity and genealogy of the louse Polyplax serrata on field mice, Apodemus species:: A case of parasite duplication or colonisation?",INTERNATIONAL JOURNAL FOR PARASITOLOGY,20,2008
"Morphological, molecular, and differential-host characterization of Meloidogyne floridensis n. sp (Nematoda: Meloidogynidae), a root-knot nematode parasitizing peach in Florida",JOURNAL OF NEMATOLOGY,82,2004
Neolithic and medieval virus genomes reveal complex evolution of hepatitis B,ELIFE,82,2018
Mitochondrial phylogeography of the black rat supports a single invasion of the western Mediterranean basin,BIOLOGICAL INVASIONS,29,2015
"Development, evolution, and corroboration",ANATOMICAL RECORD,28,1999
Genome-wide analysis of autophagy-related genes in Medicago truncatula highlights their roles in seed development and response to drought stress,SCIENTIFIC REPORTS,17,2021
Selection by reinforcement: A critical reappraisal,BEHAVIOURAL PROCESSES,3,2019
Phylogeographic assessment of the Heermann's kangaroo rat (Dipodomys heermanni),JOURNAL OF MAMMALOGY,7,2019
"Seed plant features, distribution patterns, diversity hotspots, and conservation gaps in Xinjiang, China",NATURE CONSERVATION-BULGARIA,17,2018
A Multi-Layered Screening Method to Identify Plant Regulatory Genes,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,0,2014
A New Subhaplogroup of Native American Y-Chromosomes From the Andes,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,37,2011
Frugivores and seed dispersal: mechanisms and consequences for biodiversity of a key ecological interaction,BIOLOGY LETTERS,105,2011
Representation of DNA sequences with virtual potentials and their processing by (SEQREP) Kohonen self-organizing maps,BIOINFORMATICS,7,2003
Intra- and interspecies variation and population dynamics of Fasciola gigantica among ruminants in Sudan,PARASITOLOGY RESEARCH,0,2024
Spirometra species from Asia: Genetic diversity and taxonomic challenges,PARASITOLOGY INTERNATIONAL,25,2021
Three genetically distinct clades of Anaplasma phagocytophilum in Ixodes scapularis,TICKS AND TICK-BORNE DISEASES,11,2018
Genetic diversity and population structure of penis fish (Urechis unicinctus) based on mitochondrial and nuclear gene markers,MITOCHONDRIAL DNA PART A,11,2018
"Motility, morphology and phylogeny of the plasmodial worm, Ceratomyxa vermiformis n. sp (Cnidaria: Myxozoa: Myxosporea)",PARASITOLOGY,28,2017
Network Analysis Reveals Ecological Links between N-Fixing Bacteria and Wood-Decaying Fungi,PLOS ONE,104,2014
Invasive Carassius carp in Georgia: Current state of knowledge and future perspectives,CURRENT ZOOLOGY,14,2013
Identification and Transcriptional Regulation of CAMTA Genes in Liriodendron chinense,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,0,2024
Senecavirus A Enhances Its Adaptive Evolution via Synonymous Codon Bias Evolution,VIRUSES-BASEL,3,2022
"New finding of peridomestic Triatoma infestans (Klug, 1834) (Hemiptera: Reduviidae) in Mexico: Molecular approach using cytochrome B and cytochrome oxidase I",INFECTION GENETICS AND EVOLUTION,2,2022
Supervised learning on phylogenetically distributed data,BIOINFORMATICS,2,2020
Evolutionary cell biology traces the rise of the exomer complex in Fungi from an ancient eukaryotic component,SCIENTIFIC REPORTS,5,2018
Evolution and diversity of cadherins and catenins,EXPERIMENTAL CELL RESEARCH,113,2017
Characterization and functional analysis of a recombinant tau class glutathione transferase GmGSTU2-2 from Glycine max,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,22,2017
Introducing the biogeographic species pool,ECOGRAPHY,104,2013
Evolution of nematode-trapping cells of predatory fungi of the Orbiliaceae based on evidence from rRNA-encoding DNA and multiprotein sequences,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,156,2007
Evolution of aminoacyl-tRNA synthetases - Analysis of unique domain architectures and phylogenetic trees reveals a complex history of horizontal gene transfer events,GENOME RESEARCH,388,1999
"SQUAMOSA Promoter Binding Protein-Like (SPL) Gene Family: TRANSCRIPTOME-Wide Identification, Phylogenetic Relationship, Expression Patterns and Network Interaction Analysis in Panax ginseng C. A. Meyer",PLANTS-BASEL,10,2020
Genome-Wide and Expression Pattern Analysis of the HIT4 Gene Family Uncovers the Involvement of GHHIT4_4 in Response to Verticillium Wilt in Gossypium hirsutum,GENES,0,2024
"Insights into Evolutionary, Genomic, and Biogeographic Characterizations of Chryseobacterium nepalense Represented by a Polyvinyl Alcohol-Degrading Bacterium, AC3",MICROBIOLOGY SPECTRUM,1,2022
Mitochondrial pseudogenes in the nuclear genome of Aedes aegypti mosquitoes: implications for past and future population genetic studies,BMC GENETICS,89,2009
Genome-wide identification of Brassicaceae histone modification genes and their responses to abiotic stresses in allotetraploid rapeseed,BMC PLANT BIOLOGY,0,2023
CiliateGEM: an open-project and a tool for predictions of ciliate metabolic variations and experimental condition design,BMC BIOINFORMATICS,1,2018
Optimized combination methods for exploring and verifying disease-resistant transcription factors in melon,BRIEFINGS IN BIOINFORMATICS,0,2021
Genomic signatures of adaptation to wine biological ageing conditions in biofilm-forming flor yeasts,MOLECULAR ECOLOGY,47,2017
Next-Generation Sequencing and Comparative Analysis of Sequential Outbreaks Caused by Multidrug-Resistant Acinetobacter baumannii at a Large Academic Burn Center,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,34,2016
Patterns of Adaptive and Neutral Diversity Identify the Xiaoxiangling Mountains as a Refuge for the Giant Panda,PLOS ONE,14,2013
Does quorum quenching matter to microbial community dynamics in long-term membrane bioreactor operation?,WATER RESEARCH,2,2023
Combined Application Effects of Arbuscular Mycorrhizal Fungi and Biochar on the Rhizosphere Fungal Community of Allium fistulosum L.,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,0,2023
"Distribution of maternal lineages in hunter-gatherer societies of the southern coast of Tierra del Fuego, Argentina",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,8,2020
Genome-Wide Identification and Expression Analysis of NRAMP Family Genes in Soybean (Glycine Max L.),FRONTIERS IN PLANT SCIENCE,66,2017
"Genome-wide identification, phylogeny and expressional profiles of mitogen activated protein kinase kinase kinase (MAPKKK) gene family in bread wheat (Triticum aestivum L.)",BMC GENOMICS,91,2016
"Contact Heterogeneity, Rather Than Transmission Efficiency, Limits the Emergence and Spread of Canine Influenza Virus",PLOS PATHOGENS,42,2014
"Highly syntenic regions in the genomes of soybean, Medicago truncatula, and Arabidopsis thaliana",BMC PLANT BIOLOGY,87,2005
"Relationship of stranded cetaceans in Thai territorial waters to global populations: Mitochondrial DNA diversity of Cuvier's beaked whale, Indo Pacific finless porpoise, pygmy sperm whale, and dwarf sperm whale",SCIENCE PROGRESS,4,2022
The pharmacophylogenetic relationships of two edible medicinal plants in the genus Artemisia,FRONTIERS IN PLANT SCIENCE,3,2022
High salt stress increases archaeal abundance and network connectivity in saline agricultural soils,CATENA,10,2022
The phytoplasma associated with Bogia coconut syndrome in Papua New Guinea is a new phytoplasma in the group of the lethal yellowing syndromes (LYTS) of coconut and other palms,TROPICAL PLANT PATHOLOGY,0,2022
Canopy nitrogen addition and understory removal destabilize the microbial community in a subtropical Chinese fir plantation,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0,2024
Localized Population Divergence of Vervet Monkeys (Chlorocebus spp.) in South Africa: Evidence From mtDNA,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,11,2016
Computational reconstruction of iron- and manganese-responsive transcriptional networks in α-proteobacteria,PLOS COMPUTATIONAL BIOLOGY,154,2006
Where has the city choir gone? Loss of the temporal structure of bird dawn choruses in urban areas,LANDSCAPE AND URBAN PLANNING,14,2020
NEOICHNOLOGY OF TROPICAL AND ARID SCORPIONS: ENVIRONMENTAL IMPACTS ON BURROW CONSTRUCTION AND FORM,PALAIOS,0,2024
Identification and Expression Analysis of CAMTA Genes in Tea Plant Reveal Their Complex Regulatory Role in Stress Responses,FRONTIERS IN PLANT SCIENCE,6,2022
Genome-Wide Mining of MYB Transcription Factors in the Anthocyanin Biosynthesis Pathway of Gossypium Hirsutum,BIOCHEMICAL GENETICS,13,2021
"Enhanced productivity of maize through intercropping is associated with community composition, core species, and network complexity of abundant microbiota in rhizosphere soil",GEODERMA,0,2024
SPATIAL DISTRIBUTION AND PACKING OF XYLEM CONDUITS,AMERICAN JOURNAL OF BOTANY,65,2012
A Glutathione Transferase from Agrobacterium tumefaciens Reveals a Novel Class of Bacterial GST Superfamily,PLOS ONE,27,2012
"Infection of sheep by Echinococcus multilocularis in Gansu, China: evidence from mitochondrial and nuclear DNA analysis",INFECTIOUS DISEASES OF POVERTY,0,2023
"Genome-wide Identification, Evolution and Expression Analysis of Basic Helix-loop-helix (bHLH) Gene Family in Barley (Hordeum vulgare L.)",CURRENT GENOMICS,13,2020
How MIKC* MADS-Box Genes Originated and Evidence for Their Conserved Function Throughout the Evolution of Vascular Plant Gametophytes,MOLECULAR BIOLOGY AND EVOLUTION,83,2012
A systematic analysis of heart transcriptome highlights divergent cardiovascular disease pathways between animal models and humans,MOLECULAR BIOSYSTEMS,13,2012
Novel genes exhibit distinct patterns of function acquisition and network integration,GENOME BIOLOGY,66,2010
"Genetic diversity of Histoplasma capsulatum isolated from infected bats randomly captured in Mexico, Brazil, and Argentina, using the polymorphism of (GA)n microsatellite and its flanking regions",FUNGAL BIOLOGY,19,2012
Boosting freshwater fish conservation with high-resolution distribution mapping across a large territory,CONSERVATION BIOLOGY,13,2023
Environmental stress-discriminatory taxa are associated with high C and N cycling functional potentials in dryland grasslands,SCIENCE OF THE TOTAL ENVIRONMENT,5,2022
Comprehensive integrated NGS-based surveillance and contact-network modeling unravels transmission dynamics of vancomycin-resistant enterococci in a high-risk population within a tertiary care hospital,PLOS ONE,16,2020
Wind and sunlight shape microbial diversity in surface waters of the North Pacific Subtropical Gyre,ISME JOURNAL,69,2016
"Determinants of parasitoid communities of willow-galling sawflies: habitat overrides physiology, host plant and space",MOLECULAR ECOLOGY,15,2015
cTFbase: a database for comparative genomics of transcription factors in cyanobacteria,BMC GENOMICS,32,2007
"DNA barcoding and genetic variability of earthworms (Clitellata: Oligochaeta) with new records from Mizoram, India",ORGANISMS DIVERSITY & EVOLUTION,4,2021
Reset of a critically disturbed microbial ecosystem: faecal transplant in recurrent Clostridium difficile infection,ISME JOURNAL,161,2014
Haplotype structure and phylogenetic shadowing of a hypervariable region in the CAPN10 gene,HUMAN GENETICS,7,2005
A Hippo Pathway-Related GCK Controls Both Sexual and Vegetative Developmental Processes in the Fungus Sordaria macrospora,GENETICS,15,2018
A Hox regulatory network of hindbrain segmentation is conserved to the base of vertebrates,NATURE,78,2014
Genome-Wide Identification and Characterization of CPR5 Genes in Gossypium Reveals Their Potential Role in Trichome Development,FRONTIERS IN GENETICS,6,2022
Developmental and Evolutionary Perspectives on the Origin and Diversification of Arthropod Appendages,INTEGRATIVE AND COMPARATIVE BIOLOGY,14,2017
The human protein coevolution network,GENOME RESEARCH,49,2009
Six3 and Six6 activity is modulated by members of the groucho family,DEVELOPMENT,130,2003
Genetic diversity in peridomiciliary populations of Triatoma mexicana (Hemiptera: Reduviidae: Triatominae) in central Mexico,PARASITOLOGY RESEARCH,4,2022
Unraveling gene content variation across eukaryotic giant viruses based on network analyses and host associations,VIRUS EVOLUTION,4,2021
Advancing admixture graph estimation via maximum likelihood network orientation,BIOINFORMATICS,14,2021
"MAPKKK gene family in Dunaliella salina: identification, interaction network, and expression patterns under abiotic stress",JOURNAL OF APPLIED PHYCOLOGY,3,2020
Deep reticulation and incomplete lineage sorting obscure the diploid phylogeny of rain-lilies and allies (Amaryllidaceae tribe Hippeastreae),MOLECULAR PHYLOGENETICS AND EVOLUTION,67,2017
"Genetic Variation of the Major Histocompatibility Complex (MHC Class II B Gene) in the Threatened Hume's Pheasant, Syrmaticus humiae",PLOS ONE,8,2015
On the origin of Solanum nigrum: can networks help?,MOLECULAR BIOLOGY REPORTS,26,2011
Comprehensive de novo structure prediction in a systems-biology context for the archaea Halobacterium sp NRC-1 -: art. no. R52,GENOME BIOLOGY,45,2004
PanDelos: a dictionary-based method for pan-genome content discovery,BMC BIOINFORMATICS,11,2018
A history of hybrids? Genomic patterns of introgression in the True Geese,BMC EVOLUTIONARY BIOLOGY,44,2017
Temporal Bacterial Community Diversity in the Nicotiana tabacum Rhizosphere Over Years of Continuous Monocropping,FRONTIERS IN MICROBIOLOGY,17,2021
Spartina alterniflora invasions reduce soil fungal diversity and simplify co-occurrence networks in a salt marsh ecosystem,SCIENCE OF THE TOTAL ENVIRONMENT,32,2021
"Inferring Cell Type Innovations by Phylogenetic Methods-Concepts, Methods, and Limitations",JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,9,2015
A survey of the genes encoding trehalose-metabolism enzymes in crustaceans,JOURNAL OF CRUSTACEAN BIOLOGY,0,2023
Niche Modification by Sulfate-Reducing Bacteria Drives Microbial Community Assembly in Anoxic Marine Sediments,MBIO,2,2023
Genome-Wide Analysis of MYB Transcription Factors and Screening of MYBs Involved in the Red Color Formation in Rhododendron delavayi,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2023
"Intraspecific genetic variability, differentiation and evolutionary relationships revealed through microsatellite loci in seven economically important Calamus species",JOURNAL OF FORESTRY RESEARCH,1,2020
Genetic Structure Analysis of Spirometra erinaceieuropaei Isolates from Central and Southern China,PLOS ONE,19,2015
Expanding the genetic toolkit helps dissect a global stress response in the early-branching species Fusobacterium nucleatum,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,12,2022
Genome-Wide Identification and Expression of the Paulownia fortunei MADS-Box Gene Family in Response to Phytoplasma Infection,GENES,3,2023
"Fast surveillance response reveals the introduction of a new yellow fever virus sub-lineage in 2021, in Minas Gerais, Brazil",MEMORIAS DO INSTITUTO OSWALDO CRUZ,7,2022
"Very low prevalence of Opisthorchis viverrini s.l. cercariae in Bithynia siamensis siamensis snails from the canal network system in the Bangkok Metropolitan Region, Thailand",PARASITE,4,2021
"Phylogeography of Beck's Desert Scorpion, Paruroctonus becki, reveals Pliocene diversification in the Eastern California Shear Zone and postglacial expansion in the Great Basin Desert",MOLECULAR PHYLOGENETICS AND EVOLUTION,27,2013
DNA variation and brain region-specific expression profiles exhibit different relationships between inbred mouse strains: implications for eQTL mapping studies,GENOME BIOLOGY,60,2007
Heterogeneous recombination among Hepatitis B virus genotypes,INFECTION GENETICS AND EVOLUTION,20,2017
"Recognition of two taxonomic varieties of Pyrodinium bahamense (Gonyaulacales, Dinophyceae): var. bahamense y var. compressum",ACTA BOTANICA MEXICANA,0,2022
"Comparative genome-wide analysis of WRKY, MADS-box and MYB transcription factor families in Arabidopsis and rice",SCIENTIFIC REPORTS,40,2021
"Quantitative imagery analysis of spot patterns for the three-haplogroup classification of Triatoma dimidiata (Latreille, 1811) (Hemiptera: Reduviidae), an important vector of Chagas disease",PARASITES & VECTORS,4,2021
"Expression Analysis of Nitrogen Metabolism Genes in Lelliottia amnigena PTJIIT1005, Comparison with Escherichia coli K12 and Validation of Nitrogen Metabolism Genes",BIOCHEMICAL GENETICS,1,2024
Comparative genomics analysis of c-di-GMP metabolism and regulation in Microcystis aeruginosa,BMC GENOMICS,3,2020
"Species delimitation and DNA barcoding of Atlantic Ensis (Bivalvia, Pharidae)",ZOOLOGICA SCRIPTA,9,2014
Genetic Evidence for a Potentially New Pathogenic Leptospira sp. Circulating in Bats from Brazilian Amazon,TRANSBOUNDARY AND EMERGING DISEASES,1,2023
Leapfrogging into new territory: How Mascarene ridged frogs diversified across Africa and Madagascar to maintain their ecological niche,MOLECULAR PHYLOGENETICS AND EVOLUTION,51,2017
Substrate specificity mapping of fungal CAZy AA3_2 oxidoreductases,BIOTECHNOLOGY FOR BIOFUELS AND BIOPRODUCTS,0,2024
"Genome-Wide Identification, Evolution, and Co-expression Network Analysis of Mitogen-Activated Protein Kinase Kinase Kinases in Brachypodium distachyon",FRONTIERS IN PLANT SCIENCE,20,2016
